Id,Weekly_Sales
1_12_2012-12-07,39655.57713237286
1_12_2012-12-14,53885.6104098085
1_12_2012-12-21,9607.605938351464
1_12_2012-12-28,74942.112905955
1_12_2013-01-04,40145.95801137713
1_12_2013-01-11,31513.26599365857
1_12_2013-01-18,36800.98135953963
1_12_2013-01-25,27178.926119515516
1_12_2013-02-01,9144.827109688238
1_12_2013-02-08,37669.51497361814
1_12_2013-02-15,26951.620958506253
1_12_2013-02-22,8532.158549046007
1_12_2013-03-01,13792.18699872253
1_12_2013-03-08,32040.6166643452
1_12_2013-03-15,1745.7845373774005
1_12_2013-03-22,4183.695997492431
1_12_2013-03-29,10458.400177672285
1_12_2013-04-05,14101.158858997296
1_12_2013-04-12,35930.18607023457
1_12_2013-04-19,10389.564192587077
1_12_2013-04-26,13480.964663234054
1_12_2013-05-03,10649.472939031682
1_12_2013-05-10,3732.2029450557397
1_12_2013-05-17,613.9754732007426
1_12_2013-05-24,8581.80259809556
1_12_2013-05-31,2554.895938583652
1_12_2013-06-07,4296.551718233567
1_12_2013-06-14,16934.95879326374
1_12_2013-06-21,10364.633007160332
1_12_2013-06-28,14261.840039891587
1_12_2013-07-05,3368.031414442163
1_12_2013-07-12,2112.4052844408334
1_12_2013-07-19,2808.030916326171
1_12_2013-07-26,77550.73328049139
1_13_2012-11-02,62397.63044607088
1_13_2012-11-09,4293.659986463984
1_13_2012-11-16,7954.3280812642015
1_13_2012-11-23,8840.610521462451
1_13_2012-11-30,29500.055544775725
1_13_2012-12-07,2705.438537725547
1_13_2012-12-14,9420.895523455314
1_13_2012-12-21,3040.4873114959537
1_13_2012-12-28,94.53296348766916
1_13_2013-01-04,27441.603631382022
1_13_2013-01-11,2364.4657320315614
1_13_2013-01-18,3676.7796993113143
1_13_2013-01-25,4508.126849979954
1_13_2013-02-01,852.0127624202377
1_13_2013-02-08,12492.098716450222
1_13_2013-02-15,2599.6798712098634
1_13_2013-02-22,73616.55322537688
1_13_2013-03-01,11977.934103155134
1_13_2013-03-08,37159.72286038539
1_13_2013-03-15,19139.884222392648
1_13_2013-03-22,27827.9169689368
1_13_2013-03-29,33693.76628061998
1_13_2013-04-05,5410.458425109876
1_13_2013-04-12,5608.309072246827
1_13_2013-04-19,52198.95125247697
1_13_2013-04-26,90220.82398009884
1_13_2013-05-03,64426.945410067296
1_13_2013-05-10,154548.00792331816
1_13_2013-05-17,77717.40171475279
1_13_2013-05-24,59135.855911822284
1_13_2013-05-31,115659.36229650403
1_13_2013-06-07,34968.46701851507
1_13_2013-06-14,36088.98951043431
1_13_2013-06-21,14866.695588426926
1_13_2013-06-28,1733.1738701002985
1_13_2013-07-05,43301.07782634769
1_13_2013-07-12,62130.78656700681
1_13_2013-07-19,14203.182175460714
1_13_2013-07-26,42004.799302634296
1_14_2012-11-02,82877.88132006628
1_14_2012-11-09,18132.688554558805
1_14_2012-11-16,120956.24343023283
1_14_2012-11-23,44454.398493301276
1_14_2012-11-30,40351.905532505996
1_14_2012-12-07,38375.87543552858
1_14_2012-12-14,29850.144232055714
1_14_2012-12-21,9552.330709416126
1_14_2012-12-28,37897.76526162991
1_14_2013-01-04,38386.73816406249
1_14_2013-01-11,12632.63774490804
1_14_2013-01-18,18033.104690871456
1_14_2013-01-25,30590.796378664327
1_14_2013-02-01,2323.9822709512246
1_14_2013-02-08,4631.034691034292
1_14_2013-02-15,13117.869226689354
1_14_2013-02-22,18894.795510750937
1_14_2013-03-01,47267.186202198616
1_14_2013-03-08,13683.931585657063
1_14_2013-03-15,16495.95013079292
1_14_2013-03-22,14754.280539728607
1_14_2013-03-29,5602.318951817557
1_14_2013-04-05,1170.2267352540055
1_14_2013-04-12,13102.523449906388
1_14_2013-04-19,3232.688997315178
1_14_2013-04-26,5667.922477033896
1_14_2013-05-03,26877.247485326276
1_14_2013-05-10,14003.377267421823
1_14_2013-05-17,18607.946482160965
1_14_2013-05-24,4010.9332734630925
1_14_2013-05-31,3086.0695879365862
1_14_2013-06-07,3251.5090088220013
1_14_2013-06-14,73246.15996517743
1_14_2013-06-21,64195.458631936795
1_14_2013-06-28,6704.564101259562
1_14_2013-07-05,8132.945711728838
1_14_2013-07-12,11367.306666673678
1_14_2013-07-19,38989.025227671365
1_14_2013-07-26,485.5300064118216
1_16_2012-11-02,3469.278218832674
1_16_2012-11-09,9638.209122228658
1_16_2012-11-16,3861.8062508960315
1_16_2012-11-23,736.9250417638697
1_16_2012-11-30,38952.93228635942
1_16_2012-12-07,2648.6390013788214
1_16_2012-12-14,4585.299523719546
1_16_2012-12-21,8928.547311324472
1_16_2012-12-28,1257.5777784883155
1_16_2013-01-04,17623.883796204576
1_16_2013-01-11,3581.294273097416
1_16_2013-01-18,79884.4763692635
1_16_2013-01-25,13352.132965108627
1_16_2013-02-01,35809.757929119194
1_16_2013-02-08,19956.75071906677
1_16_2013-02-15,28262.850795482067
1_16_2013-02-22,50172.462383344326
1_16_2013-03-01,5948.7362049181975
1_16_2013-03-08,8257.685666464207
1_16_2013-03-15,51936.4572604171
1_16_2013-03-22,96546.98782028569
1_16_2013-03-29,59518.60022981704
1_16_2013-04-05,152899.6588333431
1_16_2013-04-12,77326.42377508045
1_16_2013-04-19,61202.44033930481
1_16_2013-04-26,118533.29200746922
1_16_2013-05-03,39430.85040132692
1_16_2013-05-10,33668.47250838241
1_16_2013-05-17,16839.84881410658
1_16_2013-05-24,2832.3227796827036
1_16_2013-05-31,25686.534448657952
1_16_2013-06-07,42363.32392127554
1_16_2013-06-14,11063.209617938051
1_16_2013-06-21,38928.548592068044
1_16_2013-06-28,36653.34403947882
1_16_2013-07-05,5601.413462237544
1_16_2013-07-12,39353.38289595394
1_16_2013-07-19,34152.63973840196
1_16_2013-07-26,20880.075193546894
1_17_2012-11-02,32270.92905316077
1_17_2012-11-09,26245.569922832754
1_17_2012-11-16,8425.93556233831
1_17_2012-11-23,34903.20191049637
1_17_2012-11-30,24311.00513038551
1_17_2012-12-07,3858.243972886105
1_17_2012-12-14,12085.276163584702
1_17_2012-12-21,17611.340707504565
1_17_2012-12-28,1534.212365665345
1_17_2013-01-04,3864.919155642764
1_17_2013-01-11,7610.683003629601
1_17_2013-01-18,11422.528421556484
1_17_2013-01-25,23640.23085495664
1_17_2013-02-01,3980.7706477029506
1_17_2013-02-08,8670.727425110927
1_17_2013-02-15,4121.073304372508
1_17_2013-02-22,1916.8362533656782
1_17_2013-03-01,646.6746608968468
1_17_2013-03-08,5924.160068857912
1_17_2013-03-15,2177.4932206491017
1_17_2013-03-22,1733.5670756198572
1_17_2013-03-29,11866.49417955706
1_17_2013-04-05,4261.0209230434
1_17_2013-04-12,7064.516594765987
1_17_2013-04-19,1871.776991612085
1_17_2013-04-26,872.8116600342138
1_17_2013-05-03,2990.226320242744
1_17_2013-05-10,72016.03578763647
1_17_2013-05-17,59886.8103656875
1_17_2013-05-24,942.0422936206804
1_17_2013-05-31,7046.232568844345
1_17_2013-06-07,5577.059882658726
1_17_2013-06-14,25320.896272256443
1_17_2013-06-21,1955.7131577853625
1_17_2013-06-28,9147.117489439059
1_17_2013-07-05,2010.861165172817
1_17_2013-07-12,-6.86748741820861
1_17_2013-07-19,25264.36467719673
1_17_2013-07-26,613.2539980905152
1_18_2012-11-02,3156.6625787547396
1_18_2012-11-09,2250.190863614224
1_18_2012-11-16,772.2016129406696
1_18_2012-11-23,7425.2513118478555
1_18_2012-11-30,3444.3143952232963
1_18_2012-12-07,84289.10872545005
1_18_2012-12-14,15040.612720961944
1_18_2012-12-21,28965.76684015673
1_18_2012-12-28,17208.593037530783
1_18_2013-01-04,24663.16907267008
1_18_2013-01-11,31502.50575945316
1_18_2013-01-18,4959.133609510062
1_18_2013-01-25,3053.50602121444
1_18_2013-02-01,49102.88141209835
1_18_2013-02-08,85752.57888204014
1_18_2013-02-15,54266.87066842958
1_18_2013-02-22,137428.51750204177
1_18_2013-03-01,65887.32402136477
1_18_2013-03-08,52861.85048048243
1_18_2013-03-15,98142.74555033397
1_18_2013-03-22,33167.43114047233
1_18_2013-03-29,32156.784595992798
1_18_2013-04-05,12283.232773730813
1_18_2013-04-12,547.0299824423769
1_18_2013-04-19,19021.31637083924
1_18_2013-04-26,45922.712844093476
1_18_2013-05-03,13861.822491079778
1_18_2013-05-10,40425.553490400416
1_18_2013-05-17,24431.028132434956
1_18_2013-05-24,1031.1793972577555
1_18_2013-06-07,9743.037539383242
1_18_2013-07-05,38547.67759815798
1_19_2012-11-02,14555.419452317927
1_19_2012-11-09,29704.46456281565
1_19_2012-11-16,25903.60181457934
1_19_2012-11-23,7487.253527131683
1_19_2012-11-30,41268.435413614214
1_19_2012-12-07,16639.99886457066
1_19_2012-12-14,5846.468300453746
1_19_2012-12-21,9851.358438809302
1_19_2012-12-28,4681.545225331728
1_19_2013-01-04,1361.8070333479852
1_19_2013-01-11,3996.104268612808
1_19_2013-01-18,6751.24231240946
1_19_2013-01-25,9784.697196136582
1_19_2013-02-01,15851.45022967058
1_19_2013-02-08,3039.6858229905483
1_19_2013-02-15,7019.051452887998
1_19_2013-02-22,3457.0083052251725
1_19_2013-03-01,2062.6639848176674
1_19_2013-03-08,575.0467233054957
1_19_2013-03-15,4333.600846913969
1_19_2013-03-22,2241.246885684516
1_19_2013-03-29,1658.2218613149298
1_19_2013-04-05,6616.606304653001
1_19_2013-04-12,2907.4098116975642
1_19_2013-04-19,7494.396804600537
1_19_2013-04-26,1802.9486320659266
1_19_2013-05-03,800.6149399707192
1_19_2013-05-10,3144.6631782657914
1_19_2013-05-17,87115.03433648193
1_19_2013-05-24,66336.15940357701
1_19_2013-05-31,-97.20073659851003
1_19_2013-06-07,7430.26975940141
1_19_2013-06-14,4893.217397349103
1_19_2013-06-21,18076.81984628304
1_19_2013-06-28,842.8196113444311
1_19_2013-07-05,10834.182012462525
1_19_2013-07-12,1910.0348517143836
1_19_2013-07-19,-129.91328576406116
1_19_2013-07-26,12585.28814767996
1_20_2012-11-02,-848.1572224197881
1_20_2012-11-09,2854.9483048761194
1_20_2012-11-16,261.04649846319825
1_20_2012-11-23,676.2676435043319
1_20_2012-11-30,4678.94092062407
1_20_2012-12-07,3504.4738810233907
1_20_2012-12-14,40862.13146562231
1_20_2012-12-21,17400.726868884944
1_20_2012-12-28,36951.317688261784
1_20_2013-01-04,18610.190730788338
1_20_2013-01-11,29576.91255115276
1_20_2013-01-18,19841.058680557508
1_20_2013-01-25,7322.999063755964
1_20_2013-02-01,2171.5127602277994
1_20_2013-02-08,54631.088694056714
1_20_2013-02-15,91202.67334696221
1_20_2013-02-22,73508.28780864312
1_20_2013-03-01,152583.40690775844
1_20_2013-03-08,79372.91851274979
1_20_2013-03-15,62254.636775232386
1_20_2013-03-22,115213.34439501971
1_20_2013-03-29,29366.44285926559
1_20_2013-04-05,40130.61926465071
1_20_2013-04-12,11333.270141206078
1_20_2013-04-19,15563.80497715131
1_20_2013-04-26,44378.56213832381
1_20_2013-05-03,12221.715599266394
1_20_2013-05-10,37682.754903058914
1_20_2013-05-17,22516.211784806423
1_20_2013-05-24,985.069968503662
1_20_2013-05-31,11205.718682603401
1_20_2013-06-07,34869.63969041273
1_20_2013-06-14,18797.102509876873
1_20_2013-06-21,28459.90472249942
1_20_2013-06-28,22419.841106583823
